,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Unidade de Comercialização,Normas Técnicas,Imagem,Informações Gerais,Referencial / Parâmetro de Pesquisa,Atualizado em,Obs,pagina,Arquivo
29,398,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3"" E PARAFUSO DE FIXACAO ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo D de 3"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). Sua fixação é realizada através de um parafuso. ", AIÉDEM PERFIS; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",32,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
30,39128,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/4"" E CUNHA DE FIXACAO ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo D de 3/4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). Sua fixação é realizada através de uma trava (Cunha). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",33,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
31,400,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/4"" E PARAFUSO DE FIXACAO ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo D de 3/4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). Sua fixação é realizada através de um parafuso. ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",34,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
32,39125,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/8"" E PARAFUSO DE FIXACAO ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo D de 3/8"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). Sua fixação é realizada através de um parafuso. ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",35,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
33,39126,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E CUNHA DE FIXACAO ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo D de 4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). Sua fixação é realizada através de uma trava (Cunha). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",36,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
34,399,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E PARAFUSO DE FIXACAO ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo D de 4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). Sua fixação é realizada através de um parafuso. ", AIÉDEM PERFIS; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",37,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
35,39150,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 1 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 1 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",38,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
36,39149,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 1 1/4"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 1 1/4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",39,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
37,39148,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 1"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 1"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",40,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
38,39146,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",41,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
39,39152,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 2 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 2 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",42,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
40,39151,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",43,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
41,39154,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 3 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 3 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",44,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
42,39153,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 3"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 3"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",45,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
43,39147,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 3/4"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 3/4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",46,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
44,39155,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 4"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",47,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
45,39156,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 5"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 5"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",48,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
46,39157,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 6"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 6"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",49,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
47,39158,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA, COM 8"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo Econômica (Gota) de 8"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIEDEM PERFIS; PALEODUTO; RIMAFEL ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",50,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
48,39141,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 1 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",51,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
49,39140,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/4"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 1 1/4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",52,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
50,39139,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 1"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",53,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
51,39137,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",54,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
52,39143,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 2 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",55,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
53,39142,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",56,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
54,39144,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 3"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",57,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
55,39138,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/4"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 3/4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",58,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
56,39136,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/8"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 3/8"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",59,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
57,39145,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 4"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo U simples de 4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; INCA; MAXTIL; STRINGUETO; TRAMONTINA ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",60,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
58,39163,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO UNIAO HORIZONTAL, COM 1 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo União Horizontal de 1 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; MAXTIL; STRINGUETO ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",61,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
59,39162,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO UNIAO HORIZONTAL, COM 1 1/4"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo União Horizontal de 1 1/4"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; MAXTIL; STRINGUETO ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",62,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
60,39161,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO UNIAO HORIZONTAL, COM 1"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo União Horizontal de 1"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; MAXTIL; STRINGUETO ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",63,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
61,39159,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO UNIAO HORIZONTAL, COM 1/2"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo União Horizontal de 1/2"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; MAXTIL; STRINGUETO ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",64,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
62,39172,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO UNIAO HORIZONTAL, COM 10"" ",UN ,UN ,NBR 6323:2007; NBR 7397:2013; NBR 7398:2009; NBR 7399:2009; NBR NM 87:2004 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Abraçadeira Tipo União Horizontal de 10"" fabricada em aço e com acabamento galvanizado eletrolítico (zincado). ", AIÉDEM PERFIS; MAXTIL; STRINGUETO ,10/02/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",65,11_2016 - FichaInsumo_ComMarcas\Arquivos A a G.pdf
