,Unnamed: 0.1,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Normas Técnicas,Imagem,Informações Gerais,Atualizado em,Obs,pagina,Arquivo
39,39.0,44277,"ABRACADEIRA PARA FIXACAO DE ATE 6 TUBOS VERTICAIS EM PAREDE EXTERNA, DIAMETROS MENORES OU IGUAIS A 25 MM ",UN ,NBR 15526:2016 ,,"A abraçadeira / braçadeira para fixação de até 6 tubos é utilizada na instalação de prumadas de múltiplos tubos de multicamada, podendo fixar os tubos de maneira paralela. A fixação ocorre por meio do rosqueamento de parafusos, possibilitando a prensagem de duas placas em volta do tubo. ",05/10/2021 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",42,10_2021 - FichaInsumo\Arquivos A a G.pdf
40,40.0,12615,"ABRACADEIRA PVC, PARA CALHA PLUVIAL, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PREDIAL ",UN ,NBR 10844:1989 ,,"Abraçadeira/ braçadeira fabricada em PVC rígido, com diâmetro aproximado entre 80 e 100mm, cor bege claro ou branca. Aplicado para suporte do tubo condutor e calhas em drenagem pluvial predial. ",25/03/2021 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",43,10_2021 - FichaInsumo\Arquivos A a G.pdf
41,41.0,11927,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 2"" A 2 1/2"" ",UN ,NBR 6323:2016 ,,As abraçadeiras rosca sem fim têm ajuste regulável de liberação rápida. A cinta se desprende do parafuso permitindo instalação ou remoção sem desconectar a mangueira ou tubo. ,18/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",44,10_2021 - FichaInsumo\Arquivos A a G.pdf
42,42.0,11928,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 3"" A 3 3/4"" ",UN ,NBR 6323:2016 ,,As abraçadeiras rosca sem fim têm ajuste regulável de liberação rápida. A cinta se desprende do parafuso permitindo instalação ou remoção sem desconectar a mangueira ou tubo. ,18/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",45,10_2021 - FichaInsumo\Arquivos A a G.pdf
43,43.0,11929,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 4"" A 4 3/4"" ",UN ,NBR 6323:2016 ,,As abraçadeiras rosca sem fim têm ajuste regulável de liberação rápida. A cinta se desprende do parafuso permitindo instalação ou remoção sem desconectar a mangueira ou tubo. ,18/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",46,10_2021 - FichaInsumo\Arquivos A a G.pdf
44,44.0,36801,"ACABAMENTO CROMADO PARA REGISTRO PEQUENO, DE PAREDE, 1/2 "" OU 3/4 "" ",UN ,NBR 15704-1:2011. ,,"Acabamento para registro base, metálico adaptado ao manuseio de registros de pressão dos pontos de instalação hidráulica predial. Cromado para registro pequeno, de parede. Não inclui a base. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",47,10_2021 - FichaInsumo\Arquivos A a G.pdf
45,45.0,36246,"ACABAMENTO SIMPLES/CONVENCIONAL PARA FORRO PVC, TIPO ""U"" OU ""C"", COR BRANCA, COMPRIMENTO 6 M ",M ,NBR14371:1999 ,,"Acabamento convencional em PVC para forro (Rodaforro/cantoneira), tipo "" U "" ou tipo "" C "", na cor branca, comercializado em peças de 6 metros de comprimento. Utilizado para acabamento no encontro entre a parede e o forro. Pode ser utillizado em ambientes internos, sacadas e abas de construções. ",02/06/2017 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",48,10_2021 - FichaInsumo\Arquivos A a G.pdf
46,46.0,37600,"ACESSORIO DE LIGACAO NAO ELETRICO PARA CARGAS EXPLOSIVAS, TUBO DE 6 M ",UN ,,,"Acessório para iniciação/detonação de cargas explosivas, tipo acessório de ligação, tubo com comprimento de 6m. Composto por uma espoleta de retardo, ligada a um tubo de choque para transmissão de sinal e um conector plástico. Utilizado em pedreiras, minerações subterrâneas, a céu aberto, obras civis e em locais onde se exige controle rígido de ruídos de detonação. ",02/06/2017 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",49,10_2021 - FichaInsumo\Arquivos A a G.pdf
47,47.0,37599,"ACESSORIO INICIADOR NAO ELETRICO, TUBO DE 6 M, TEMPO DE RETARDO DE *160* MS ",UN ,ABNT NBR 16385:2015 ,,"Acessório para iniciação de cargas explosivas, tipo detonador não elétrico, com comprimento de 6m, Tempo de retardo aproximado de 160ms, resistente à água. Composto de uma cápsula de alumínio contendo carga explosiva primária, secundária e o retardo, de um tubo flexível para conduzir a onda de choque. Contém também uma etiquepa que indica o tempo do retardo e um conector que une o tubo à linha de cordel do detonante. Utilizado em mineração a céu aberto, subterrâneas, túneis e na construção civil em geral. Com diversos tempos de retardo. ",17/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",50,10_2021 - FichaInsumo\Arquivos A a G.pdf
48,48.0,1,ACETILENO (RECARGA PARA CILINDRO DE CONJUNTO OXICORTE GRANDE) ,KG ,NBR 12791:1993; ISO 4705 ,,"Recarga do gás acetileno, gás incolor, instável, altamente combustível, e produz uma chama de elevada temperatura em presença de oxigênio. É muito instável e altamente inflamável; sob pequenas compressões se decompõe com muita facilidade liberando energia ",02/04/2004 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",51,10_2021 - FichaInsumo\Arquivos A a G.pdf
49,49.0,3,"ACIDO CLORIDRICO / ACIDO MURIATICO, DILUICAO 10% A 12% PARA USO EM LIMPEZA ",L ,NBR 14725-1:2009; NBR 14725-22019; NBR 14725-3:2017; Lei N° 6514 de 22/12/1977 ,,"Ácido muriático é o nome comercial do ácido clorídrico (HCl) e trata-se de um ácido inorgânico forte, cáustico e corrosivo. É um líquido fumegante, incolor, ligeiramente amarelado. É principalmente utilizado como desincrustante, para limpeza de pisos e paredes de pedra ou azulejos e de superfícies metálicas antes do processo de soldagem, com recomendações de diluição antes do uso. Coletar a embalagem de 5 litros para uso em limpeza de superfícies (produto com concentração de 10% a 12%). ",09/10/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",52,10_2021 - FichaInsumo\Arquivos A a G.pdf
50,50.0,43054,"ACO CA-25, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, OU 25,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"Vergalhão de aço CA-25, 10,0mm (3/8""), ou 12,5mm (1/2""), ou 16,0mm (5/8""), ou 20,0mm (3/4""), ou 25,0mm (1""). É utilizado em estrutura de concreto armado, possui superfície lisa, é soldável em todas as bitolas. O preço coletado é em kg, sendo comercializado em barras de 12m ou em rolo, de acordo com a bitola. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",53,10_2021 - FichaInsumo\Arquivos A a G.pdf
51,51.0,42402,"ACO CA-25, 16,0 MM, BARRA DE TRANSFERENCIA ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"São ideais para o uso em pisos e pavimentos de concreto, em todas as juntas das placas quando é necessário transmitir as cargas verticais de uma placa para outra. Permitem os movimentos horizontais de expansão e retração, provocados pela variação de temperatura. São fabricadas em aço CA-25, lisas e retilíneas, em bitolas de 12 a 32 mm, e fornecidas prontas para o uso no comprimento- padrão de 50 cm. ",12/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",54,10_2021 - FichaInsumo\Arquivos A a G.pdf
52,52.0,42403,"ACO CA-25, 20,0 MM, BARRA DE TRANSFERENCIA ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"São ideais para o uso em pisos e pavimentos de concreto, em todas as juntas das placas quando é necessário transmitir as cargas verticais de uma placa para outra. Permitem os movimentos horizontais de expansão e retração, provocados pela variação de temperatura. São fabricadas em aço CA-25, lisas e retilíneas, em bitolas de 12 a 32 mm, e fornecidas prontas para o uso no comprimento- padrão de 50 cm. ",19/03/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",55,10_2021 - FichaInsumo\Arquivos A a G.pdf
53,53.0,42404,"ACO CA-25, 25,0 MM, BARRA DE TRANSFERENCIA ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"São ideais para o uso em pisos e pavimentos de concreto, em todas as juntas das placas quando é necessário transmitir as cargas verticais de uma placa para outra. Permitem os movimentos horizontais de expansão e retração, provocados pela variação de temperatura. São fabricadas em aço CA-25, lisas e retilíneas, em bitolas de 12 a 32 mm, e fornecidas prontas para o uso no comprimento- padrão de 50 cm. ",19/03/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",56,10_2021 - FichaInsumo\Arquivos A a G.pdf
54,54.0,42405,"ACO CA-25, 32,0 MM, BARRA DE TRANSFERENCIA ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"São ideais para o uso em pisos e pavimentos de concreto, em todas as juntas das placas quando é necessário transmitir as cargas verticais de uma placa para outra. Permitem os movimentos horizontais de expansão e retração, provocados pela variação de temperatura. São fabricadas em aço CA-25, lisas e retilíneas, em bitolas de 12 a 32 mm, e fornecidas prontas para o uso no comprimento- padrão de 50 cm. ",12/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",57,10_2021 - FichaInsumo\Arquivos A a G.pdf
55,55.0,34341,"ACO CA-25, 32,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"É utilizado em estrutura de concreto armado, possui superfície lisa, é soldável em todas as bitolas. O preço coletado é em kg, sendo comercializado em barras de 12m ou em rolo de acordo com a bitola. ",12/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",58,10_2021 - FichaInsumo\Arquivos A a G.pdf
56,56.0,43053,"ACO CA-25, 6,3 MM OU 8,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"Vergalhão de aço CA-25, 6,3mm (1/4"") ou 8,0mm (5/16""). É utilizado em estrutura de concreto armado, possui superfície lisa, é soldável em todas as bitolas. O preço coletado é em kg, sendo comercializado em barras de 12m ou em rolo, de acordo com a bitola. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",59,10_2021 - FichaInsumo\Arquivos A a G.pdf
57,57.0,43058,"ACO CA-50, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, DOBRADO E CORTADO ",KG ,NBR 7480:2007; NBR 7481:1990; NBR 7477:1982; NBR 7478:1982; NBR 8548:1984 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. É comercializado cortado e dobrado . Bitola de 10,0mm (3/8""), com peso aproximado de 0,617 kg/m, de 12,5mm (1/2""), com peso aproximado de 0,963 kg/m, de 16,0mm (5/8""), com peso aproximado de 1,578 kg/m, e de 20,0 mm (3/4""), com peso aproximado de 2,466 kg/m. O preço coletado é em kg. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",60,10_2021 - FichaInsumo\Arquivos A a G.pdf
58,58.0,34,"ACO CA-50, 10,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 10mm (3/8"") com peso aproximado de 0,617 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",12/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",61,10_2021 - FichaInsumo\Arquivos A a G.pdf
59,59.0,43055,"ACO CA-50, 12,5 MM OU 16,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 12,5mm (1/2""), com peso aproximado de 0,963 kg/m e de 16mm (5/8""), com peso aproximado de 1,578 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",62,10_2021 - FichaInsumo\Arquivos A a G.pdf
60,60.0,43056,"ACO CA-50, 20,0 MM OU 25,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 20,0mm (3/4""), com peso aproximado de 2,466 kg/m ou 25,0mm (1""), com peso aproximado de 3,853 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",63,10_2021 - FichaInsumo\Arquivos A a G.pdf
61,61.0,43057,"ACO CA-50, 32,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 32,0mm (3/4""), com peso aproximado de 6,313 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",64,10_2021 - FichaInsumo\Arquivos A a G.pdf
62,62.0,34449,"ACO CA-50, 6,3 MM, DOBRADO E CORTADO ",KG ,NBR 7480:2007; NBR 7481:1990; NBR 7477:1982; NBR 7478:1982; NBR 8548:1984. ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. É comercializado cortado e dobrado . Bitola de 6,3 mm (1/4"") com peso aproximado de 0,245 kg/m. O preço coletado é em kg. ",12/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",65,10_2021 - FichaInsumo\Arquivos A a G.pdf
63,63.0,32,"ACO CA-50, 6,3 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 6,3mm (1/4"") com peso aproximado de 0,245 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",12/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",66,10_2021 - FichaInsumo\Arquivos A a G.pdf
64,64.0,33,"ACO CA-50, 8,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 8,0mm (5/16"") com peso aproximado de 0,395 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",12/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",67,10_2021 - FichaInsumo\Arquivos A a G.pdf
65,65.0,43061,"ACO CA-60, 4,2 MM OU 5,0 MM, DOBRADO E CORTADO ",KG ,NBR 7480:2007; NBR 7481:1990; NBR 7477:1982; NBR 7478:1982; NBR 8548:1984 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. É comercializado cortado e dobrado. Bitola de 4,2 mm, com peso aproximado de 0,109 kg/m, e de 5,0 mm com peso aproximado de 0,154 kg/m. O preço coletado é em kg. ",14/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",68,10_2021 - FichaInsumo\Arquivos A a G.pdf
66,66.0,43059,"ACO CA-60, 4,2 MM, OU 5,0 MM, OU 6,0 MM, OU 7,0 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"Com alta resistência, o vergalhão CA-60 é utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 4,2mm, com peso aproximado de 0,109 kg/m, de 5,0mm, com peso aproximado de 0,154 kg/m, de 6,0mm, com peso aproximado de 0,222 kg/m, e de 7,0mm, com peso aproximado de 0,302 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",69,10_2021 - FichaInsumo\Arquivos A a G.pdf
67,67.0,43062,"ACO CA-60, 6,0 MM OU 7,0 MM, DOBRADO E CORTADO ",KG ,NBR 7480:2007; NBR 7481:1990; NBR 7477:1982; NBR 7478:1982; NBR 8548:1984 ,,"É utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. É comercializado cortado e dobrado. Bitola de 6,0 mm com peso aproximado de 0,222 kg/m, e de 7,0 mm com peso aproximado de 0,302 kg/m. O preço coletado é em kg. ",14/12/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",70,10_2021 - FichaInsumo\Arquivos A a G.pdf
68,68.0,43060,"ACO CA-60, 8,0 MM OU 9,5 MM, VERGALHAO ",KG ,NBR 6118:2003; NBR 14931:2003; NBR 7480:2007 ,,"Com alta resistência, o vergalhão CA-60 é utilizado em estrutura de concreto armado, possui superfície nervurada que garante alta aderência ao concreto. Bitola de 8,0mm, com peso aproximado de 0,395 kg/m, e de 9,5mm, com peso aproximado de 0,558 kg/m. O preço coletado é em kg, sendo comercializado em barra ou em rolo, de acordo com a bitola. ",11/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",71,10_2021 - FichaInsumo\Arquivos A a G.pdf
69,69.0,20063,"ACOPLAMENTO DE CONDUTOR PLUVIAL, EM PVC, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PREDIAL ",UN ,NBR 10844:1989 ,,"Acoplamento circular de condutor para calha pluvial, fabricado em PVC rígido, na cor bege claro, diâmetro aproximado entre 80 e 110 mm. Utilizado nos tubos de drenagem pluvial predial ",25/03/2021 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",72,10_2021 - FichaInsumo\Arquivos A a G.pdf
70,70.0,40410,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 50 MM (2"") ",UN ,,,"Os acoplamentos, conexões, válvulas e acessórios no Sistema Ranhurado são difundidos no mundo todo pelas suas vantagens técnicas e econômicas que apresentam em determinadas aplicações. A grande maioria dos produtos são certificados, aprovados e de acordo com as principais entidades mundiais, dentre elasUL, FM, AWWA, ASHRAE, NFPA, ANSI, entre outras. Os acoplamentos no Sistema Ranhurado são conhecidos também pelos nomesacoplamento ranhurado e acoplamento grooved. ",16/03/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",73,10_2021 - FichaInsumo\Arquivos A a G.pdf
